anio,trimestre,mes,no_registro,tipo_deuda,detalle_tipo_deuda,acreedor,concepto,inicio_credito,fin_credito,dias_contrato,dias_restantes_contrato,disposicion_inicial_credito,colocacion_periodo,amortizaciones_periodo,intereses_periodo,pago_servicio_deuda,saldo_periodo,endeudamiento_periodo,tasa,sobretasa,tasa_final
2020,Primer Trimestre,Marzo,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,499",2010-12-28,1940-10-25,10894,7513,1499069398.0,0.0,9027777.81,26478126.06,35505903.87,1153930507.0,-9027777.81,9.13,0.8933928571428571,9.13
2020,Primer Trimestre,Marzo,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 294,2012-11-30,1932-11-25,7300,4622,294874160.0,0.0,0.0,5823764.66,5823764.66,294874160.0,0.0,7.02,0.88,7.9
2020,Primer Trimestre,Marzo,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,2014-11-03,2024-10-21,3640,1665,2500000000.0,0.0,0.0,0.0,0.0,2500000000.0,0.0,6.42,0.7787500000000003,6.42
2020,Primer Trimestre,Marzo,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,2013-11-28,2023-11-16,3640,1325,2126874900.0,0.0,0.0,0.0,0.0,2126874900.0,0.0,7.05,0.9099999999999999,7.05
2020,Primer Trimestre,Marzo,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 2500,2014-12-26,2024-12-26,3653,1731,2500000000.0,0.0,78125000.01,22099066.84,100224066.9,1484375000.0,-78125000.01,5.75,0.9099999999999999,5.75
2020,Primer Trimestre,Marzo,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,2096,1000000000.0,0.0,13888888.89,15580078.09,29468966.98,781624939.2,-13888888.89,TIIE,0.41,TIIE+0.41
2020,Primer Trimestre,Marzo,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",2016-12-30,1931-12-26,5474,4287,3000000000.0,0.0,53571428.58,52488125.0,106059553.6,2517857143.0,-53571428.58,8.22,0.35,8.22
2020,Primer Trimestre,Marzo,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",2017-12-29,2024-12-26,2554,1731,2500000000.0,0.0,89285714.28,32767013.89,122052728.2,1696428571.0,-89285714.28,7.46,0.35,7.46
2020,Primer Trimestre,Marzo,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",2017-12-29,1932-12-27,5477,4654,1378859929.0,0.0,22980998.82,23183107.24,46164106.06,1172030940.0,-22980998.82,TIIE,0.34,TIIE+0.34
2020,Primer Trimestre,Marzo,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",2018-12-31,2028-12-26,3648,3192,2400000000.0,0.0,66666666.66,56787129.62,123453796.3,2333333333.0,-66666666.66,9.55,0.35000000000000003,9.55
2020,Primer Trimestre,Marzo,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",2018-12-31,2028-12-26,3648,3192,1170915400.0,0.0,32525427.78,28053515.75,60578943.53,1138389972.0,-32525427.78,9.67,0.53,9.67
2020,Primer Trimestre,Marzo,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",2018-12-31,2028-12-26,3648,3192,3000000000.0,0.0,83333333.34,67787777.78,151121111.1,2916666667.0,-83333333.34,9.12,TIIE-1.815,9.12
2020,Segundo Trimestre,Junio,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,1937-07-27,10924,6236,3457974221.0,0.0,10536399.47,122853294.5,133389694.0,3360479862.0,-10536399.47,TIIE,0.35,TIIE+0.35
2020,Segundo Trimestre,Junio,225/2007,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 7000,2007-08-31,1940-08-27,12050,7363,7000000000.0,0.0,62299798.1,280527156.6,342826954.7,6191276424.0,-62299798.1,8.91,0.22000000000000003,8.91
2020,Segundo Trimestre,Junio,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",2007-09-07,1947-09-25,14628,9948,7000000000.0,0.0,0.0,261782208.3,261782208.3,7000000000.0,0.0,TIIE,0.53,TIIE+0.53
2020,Segundo Trimestre,Junio,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",2007-10-17,1947-10-25,14618,9978,4000000000.0,0.0,708726660.5,137127126.2,845853786.7,2954496892.0,-708726660.5,TIIE,0.53,TIIE+0.53
2020,Segundo Trimestre,Junio,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,2007-12-17,2027-11-22,7280,2701,575000000.0,0.0,0.0,25145069.44,25145069.44,575000000.0,0.0,8.65,0.88,8.65
2020,Segundo Trimestre,Junio,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,499",2010-12-28,1940-10-25,10894,7422,1499069398.0,0.0,18055556.02,53333202.74,71388758.76,1144902729.0,-18055556.02,9.13,0.8962723214285714,9.13
2020,Segundo Trimestre,Junio,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,2015-09-25,2025-09-12,3640,1900,2500000000.0,0.0,0.0,84680555.56,84680555.56,2500000000.0,0.0,6.7,0.89875,6.7
2020,Segundo Trimestre,Junio,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,2017-09-19,2028-03-07,3822,2807,2000000000.0,0.0,0.0,76844444.44,76844444.44,2000000000.0,0.0,7.6,0.89875,7.6
2020,Segundo Trimestre,Junio,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 196,2013-11-07,1932-11-25,6958,4531,196783977.0,0.0,0.0,8535832.97,8535832.97,196783977.0,0.0,7.7,0.88,8.58
2020,Segundo Trimestre,Junio,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 294,2012-11-30,1932-11-25,7300,4531,294874160.0,0.0,0.0,11776946.33,11776946.33,294874160.0,0.0,7.02,0.88,7.9
2020,Segundo Trimestre,Junio,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,2012-11-30,2027-11-12,5460,2691,2500000000.0,0.0,0.0,86576388.89,86576388.89,2500000000.0,0.0,6.85,0.8999999999999999,6.85
2020,Segundo Trimestre,Junio,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,2018-11-21,2028-11-08,3640,3053,1100000000.0,0.0,0.0,55221833.33,55221833.33,1100000000.0,0.0,9.93,0.89875,9.93
2020,Segundo Trimestre,Junio,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",2012-12-28,2027-11-25,5445,2704,1954226708.0,0.0,70211738.04,37653826.96,107865565.0,1041474114.0,-70211738.04,5.97,0.91,6.88
2020,Segundo Trimestre,Junio,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,2012-12-31,2027-11-25,5442,2704,145773291.7,0.0,5237363.76,2804661.4,8042025.16,77687562.86,-5237363.76,5.96,0.91,6.87
2020,Segundo Trimestre,Junio,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",2013-12-31,2023-10-25,3585,1212,1024317877.0,0.0,32007885.0,21871307.62,53879192.62,581771581.6,-32007885.0,TIIE,0.32,TIIE+0.32
2020,Segundo Trimestre,Junio,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",2013-12-31,2023-12-26,3647,1274,3500000000.0,0.0,218750000.0,48149730.89,266899730.9,1531250000.0,-218750000.0,5.74,0.41,5.74
2020,Segundo Trimestre,Junio,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",2014-12-31,2029-11-26,5444,3436,1949386371.0,0.0,75460117.62,53663423.35,129123541.0,1421165548.0,-75460117.62,TIIE,0.36,TIIE+0.36
2020,Segundo Trimestre,Junio,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,2005,1000000000.0,0.0,27777777.78,28897888.95,56675666.73,767736050.3,-27777777.78,TIIE,0.41,TIIE+0.41
2020,Segundo Trimestre,Junio,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,2016-12-09,2021-12-03,1820,521,1000000000.0,0.0,0.0,40358888.88,40358888.88,1000000000.0,0.0,TIIE,0.42,TIIE+0.42
2020,Segundo Trimestre,Junio,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",2018-12-31,2028-12-26,3648,3101,3000000000.0,0.0,166666666.7,135132222.2,301798888.9,2833333333.0,-166666666.7,9.12,0.44999999999999996,9.12
2020,Segundo Trimestre,Junio,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",2019-12-30,2026-12-28,2555,2372,2000000000.0,0.0,0.0,69925027.78,69925027.78,2000000000.0,0.0,TIIE,0.22,TIIE+0.22
2020,Segundo Trimestre,Junio,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",2019-12-30,2029-12-26,3649,3466,3421287307.0,0.0,0.0,114016300.2,114016300.2,3421287307.0,0.0,6.74,0.22000000000000003,6.74
2020,Tercer Trimestre,Septiembre,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,1937-07-27,10924,6144,3457974221.0,0.0,16217960.8,170614175.1,186832135.9,3354798301.0,-16217960.8,TIIE,0.35,TIIE+0.35
2020,Tercer Trimestre,Septiembre,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",2007-09-07,1947-09-25,14628,9856,7000000000.0,0.0,0.0,364541741.7,364541741.7,7000000000.0,0.0,TIIE,0.53,TIIE+0.53
2020,Tercer Trimestre,Septiembre,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",2013-12-31,2023-12-26,3647,1182,3500000000.0,0.0,328125000.1,70082476.84,398207476.9,1421875000.0,-328125000.1,5.74,TIIE-1.815,5.74
2020,Tercer Trimestre,Septiembre,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 2500,2014-12-26,2024-12-26,3653,1548,2500000000.0,0.0,234375000.0,63822337.96,298197338.0,1328125000.0,-234375000.0,5.75,0.38,5.75
2020,Tercer Trimestre,Septiembre,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",2016-12-30,1931-12-26,5474,4104,3000000000.0,0.0,160714285.7,156408333.3,317122619.1,2410714286.0,-160714285.7,8.22,0.22,8.22
2020,Tercer Trimestre,Septiembre,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",2019-12-30,2029-12-26,3649,3374,3421287307.0,0.0,0.0,172946073.4,172946073.4,3421287307.0,0.0,6.74,0.51,6.74
2020,Tercer Trimestre,Septiembre,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",2007-10-17,1947-10-25,14618,9886,4000000000.0,0.0,708726660.5,180534676.6,889261337.1,2954496892.0,-708726660.5,TIIE,0.53,TIIE+0.53
2020,Tercer Trimestre,Septiembre,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,806",2007-10-17,1937-10-26,10967,6235,4806995489.0,0.0,21377692.14,237150460.8,258528152.9,4659384596.0,-21377692.14,TIIE,0.35,TIIE+0.35
2020,Tercer Trimestre,Septiembre,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,459",2007-10-17,1940-10-25,12062,7330,4459000000.0,0.0,29782948.42,213962510.7,243745459.1,4200660162.0,-29782948.42,TIIE,0.35,TIIE+0.35
2020,Tercer Trimestre,Septiembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,2012-12-31,2027-11-25,5442,2612,145773291.7,0.0,7856045.64,4153437.51,12009483.15,75068880.98,-7856045.64,5.96,0.91,6.87
2020,Tercer Trimestre,Septiembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",2013-12-31,2023-10-25,3585,1120,1024317877.0,0.0,48011827.5,30035843.48,78047670.98,565767639.1,-48011827.5,TIIE,0.32,TIIE+0.32
2020,Tercer Trimestre,Septiembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,1913,1000000000.0,0.0,41666666.67,39879682.18,81546348.85,753847161.4,-41666666.67,TIIE,0.41,TIIE+0.41
2020,Tercer Trimestre,Septiembre,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",2019-12-30,2026-12-28,2555,2280,2000000000.0,0.0,0.0,97266199.98,97266199.98,2000000000.0,0.0,TIIE,0.2,TIIE+0.20
2020,Tercer Trimestre,Septiembre,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,"BANOBRAS 2,138",2012-11-12,1932-11-25,7318,4439,2138648319.0,0.0,0.0,129731595.2,129731595.2,2138648319.0,0.0,7.09,0.88,7.97
2020,Tercer Trimestre,Septiembre,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 294,2012-11-30,1932-11-25,7300,4439,294874160.0,0.0,0.0,17730127.99,17730127.99,294874160.0,0.0,7.02,0.88,7.9
2020,Tercer Trimestre,Septiembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,2018-11-21,2028-11-08,3640,2961,1100000000.0,0.0,0.0,55221833.33,55221833.33,1100000000.0,0.0,9.93,0.6275,9.93
2020,Cuarto Trimestre,Diciembre,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,1937-07-27,10924,6052,3457974221.0,0.0,22194235.58,213762014.5,235956250.0,3348822026.0,-22194235.58,TIIE,0.35,TIIE+0.35
2020,Cuarto Trimestre,Diciembre,225/2007,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 7000,2007-08-31,1940-08-27,12050,7179,7000000000.0,0.0,127043647.5,564283753.5,691327401.0,6126532575.0,-127043647.5,8.91,0.35,8.91
2020,Cuarto Trimestre,Diciembre,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",2007-08-31,1937-07-27,10923,6052,4700000000.0,0.0,30165900.77,414687935.8,444853836.6,4551642817.0,-30165900.77,8.8,0.801875,8.8
2020,Cuarto Trimestre,Diciembre,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",2007-09-07,1947-09-25,14628,9764,7000000000.0,0.0,80838324.0,457915616.7,457915616.7,7000000000.0,0.0,TIIE,0.53,TIIE+0.53
2020,Cuarto Trimestre,Diciembre,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",2011-12-29,2026-12-28,5478,2188,1500000000.0,0.0,80838324.0,48604257.46,129442581.5,853293408.0,-80838324.0,TIIE,TIIE-1.815,TIIE+TIIE-1.815
2020,Cuarto Trimestre,Diciembre,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",2013-12-31,2023-12-26,3647,1090,3500000000.0,0.0,437500000.1,90835167.81,528335167.9,1312500000.0,-437500000.1,5.74,0.38,5.74
2020,Cuarto Trimestre,Diciembre,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 2500,2014-12-26,2024-12-26,3653,1456,2500000000.0,0.0,312500000.0,83363353.58,395863353.6,1250000000.0,-312500000.0,5.75,0.22000000000000003,5.75
2020,Cuarto Trimestre,Diciembre,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",2015-12-30,2022-12-26,2553,725,3500000000.0,0.0,700000000.0,115822580.6,815822580.5,1400000000.0,-700000000.0,TIIE,0.38,TIIE+0.38
2020,Cuarto Trimestre,Diciembre,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",2016-12-30,1931-12-26,5474,4012,3000000000.0,0.0,214285714.3,207758869.0,422044583.4,2357142857.0,-214285714.3,8.22,0.35,8.22
2020,Cuarto Trimestre,Diciembre,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",2016-12-30,2023-12-26,2552,1090,3000000000.0,0.0,500000000.0,137993495.4,637993495.4,1500000000.0,-500000000.0,7.63,0.9700000000000001,7.63
2020,Cuarto Trimestre,Diciembre,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",2017-12-29,2024-12-26,2554,1456,2500000000.0,0.0,357142857.1,123605588.6,480748445.7,1428571429.0,-357142857.1,7.46,0.91,7.46
2020,Cuarto Trimestre,Diciembre,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",2018-12-31,2028-12-26,3648,2917,3000000000.0,0.0,333333333.4,265338518.5,598671851.9,2666666667.0,-333333333.4,9.12,0.645,9.12
2020,Cuarto Trimestre,Diciembre,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",2018-12-31,2028-12-26,3648,2917,1170915400.0,0.0,130101711.1,109808560.7,239910271.8,1040813689.0,-130101711.1,9.67,0.9099999999999999,9.67
2020,Cuarto Trimestre,Diciembre,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",2018-12-31,2028-12-26,3648,2917,2400000000.0,0.0,266666666.6,222279197.5,488945864.2,2133333333.0,-266666666.6,9.55,0.8800000000000001,9.55
2020,Cuarto Trimestre,Diciembre,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",2019-12-30,2026-12-28,2555,2188,2000000000.0,0.0,708726660.5,122759811.0,122759811.1,2000000000.0,0.0,TIIE,0.22,TIIE+0.22
2020,Cuarto Trimestre,Diciembre,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",2019-12-30,2029-12-26,3649,3282,3421287307.0,0.0,29255315.440000005,233156928.6,233156928.6,3421287307.0,0.0,6.74,0.42000000000000004,6.74
2020,Cuarto Trimestre,Diciembre,P09-1219072,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 500-19,2019-12-30,2029-12-26,3649,3282,500000000.0,0.0,40378987.65999999,35843888.87,35843888.87,500000000.0,0.0,7.09,0.35,7.09
2020,Cuarto Trimestre,Diciembre,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",2007-10-17,1947-10-25,14618,9794,4000000000.0,0.0,708726660.5,219951973.8,928678634.2,2954496892.0,-708726660.5,TIIE,0.53,TIIE+0.53
2020,Cuarto Trimestre,Diciembre,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,806",2007-10-17,1937-10-26,10967,6143,4806995489.0,0.0,29255315.44,297089941.2,326345256.6,4651506972.0,-29255315.44,TIIE,0.35,TIIE+0.35
2020,Cuarto Trimestre,Diciembre,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,459",2007-10-17,1940-10-25,12062,7238,4459000000.0,0.0,40378987.66,267941089.1,308320076.8,4190064123.0,-40378987.66,TIIE,0.35,TIIE+0.35
2020,Cuarto Trimestre,Diciembre,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS  175,2009-12-24,2028-11-27,6913,2888,174978799.6,0.0,9687716.64,5243723.94,14931440.58,76694423.09,-9687716.64,TIIE,0.35,TIIE+0.35
2020,Cuarto Trimestre,Diciembre,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,499",2010-12-28,1940-10-25,10894,7238,1499069398.0,0.0,36111110.96,106982240.5,143093351.5,1126847174.0,-36111110.96,9.13,0.35,9.13
2020,Cuarto Trimestre,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",2012-12-28,2027-11-25,5445,2520,1954226708.0,0.0,140423476.1,73625900.78,214049376.9,971262375.7,-140423476.1,5.97,0.91,6.88
2020,Cuarto Trimestre,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,2012-12-31,2027-11-25,5442,2520,145773291.7,0.0,10474727.52,5484056.7,15958784.22,72450199.1,-10474727.52,5.96,0.91,6.87
2020,Cuarto Trimestre,Diciembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",2013-12-31,2023-10-25,3585,1028,1024317877.0,0.0,86397115.62,37155825.76,123552941.4,527382350.9,-86397115.62,TIIE,0.32,TIIE+0.32
2020,Cuarto Trimestre,Diciembre,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",2014-12-31,2029-11-26,5444,3252,1949386371.0,0.0,150920235.2,91437892.36,242358127.6,1345705430.0,-150920235.2,TIIE,0.36,TIIE+0.36
2020,Cuarto Trimestre,Diciembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,1821,1000000000.0,0.0,75200331.91,49640263.74,124840595.7,720313496.2,-75200331.91,TIIE,0.41,TIIE+0.41
2020,Cuarto Trimestre,Diciembre,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",2017-12-29,1932-12-27,5477,4379,1378859929.0,0.0,91923995.28,73521164.48,165445159.8,1103087943.0,-91923995.28,TIIE,0.34,TIIE+0.34
2020,Cuarto Trimestre,Diciembre,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",2019-12-30,2026-12-28,2555,2188,2000000000.0,0.0,83333333.35,121928922.2,121928922.2,2000000000.0,0.0,TIIE,0.2,TIIE+0.20
2020,Cuarto Trimestre,Diciembre,P09-0720076,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000-20",2020-07-31,1930-07-31,3652,3493,2000000000.0,2000000000.0,83333333.35,42165591.89,125498925.2,1916666667.0,1916666667.0,TIIE,0.46,TIIE+0.46
2020,Cuarto Trimestre,Diciembre,P09-0720077,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,300-20",2020-07-31,1930-07-31,3652,3493,2300000000.0,2300000000.0,95833333.35,49526149.42,145359482.8,2204166667.0,2204166667.0,TIIE,0.57,TIIE+0.57
2020,Cuarto Trimestre,Diciembre,P09-1220098,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,500",2020-12-11,1930-11-25,3636,3616,2500000000.0,2500000000.0,840317066.7,0.0,0.0,2500000000.0,2500000000.0,TIIE,0.53,TIIE+0.53
2020,Cuarto Trimestre,Diciembre,P09-1220099,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,683",2020-12-11,1930-11-25,3636,3616,2683529136.0,2683529136.0,460666666.6,0.0,0.0,2683529136.0,2683529136.0,TIIE,0.64,TIIE+0.64
2020,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,"BANOBRAS 2,138",2012-11-12,1932-11-25,7318,4347,2138648319.0,0.0,6286275.590000001,174238054.9,174238054.9,2138648319.0,0.0,7.09,0.88,7.97
2020,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 294,2012-11-30,1932-11-25,7300,4347,294874160.0,0.0,33318261.589999996,23812726.63,23812726.63,294874160.0,0.0,7.02,0.88,7.9
2020,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos Cupón Cero,BANOBRAS,BANOBRAS 196,2013-11-07,1932-11-25,6958,4347,196783977.0,0.0,8544162.960000003,17259266.68,17259266.68,196783977.0,0.0,7.7,0.88,8.58
2020,Cuarto Trimestre,Diciembre,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,2007-12-17,2027-11-22,7280,2517,575000000.0,0.0,0.0,50290138.88,50290138.88,575000000.0,0.0,8.65,0.9055555555555556,8.65
2020,Cuarto Trimestre,Diciembre,145/2010,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB10-2,2010-06-25,2020-06-12,3640,0,2520951200.0,0.0,840317066.7,100683989.9,941001056.5,0.0,-840317066.7,7.09,0.9099999999999999,7.09
2020,Cuarto Trimestre,Diciembre,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,2012-11-30,2027-11-12,5460,2507,2500000000.0,0.0,4843858.32,173152777.8,173152777.8,2500000000.0,0.0,6.85,0.33333333333333337,6.85
2020,Cuarto Trimestre,Diciembre,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,2013-11-28,2023-11-16,3640,1050,2126874900.0,0.0,40419162.0,151610732.5,151610732.5,2126874900.0,0.0,7.05,0.35999999999999993,7.05
2020,Cuarto Trimestre,Diciembre,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,2014-11-03,2024-10-21,3640,1390,2500000000.0,0.0,0.0,162283333.3,162283333.3,2500000000.0,0.0,6.42,0.41,6.42
2020,Cuarto Trimestre,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,2015-09-25,2025-09-12,3640,1716,2500000000.0,0.0,0.0,169361111.1,169361111.1,2500000000.0,0.0,6.7,0.34111111111111114,6.7
2020,Cuarto Trimestre,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,2015-09-25,2020-09-18,1820,0,1382000000.0,0.0,460666666.6,70512711.11,531179377.8,0.0,-460666666.6,TIIE,0.12,TIIE+0.12
2020,Cuarto Trimestre,Diciembre,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,2016-12-09,2021-12-03,1820,337,1000000000.0,0.0,0.0,65527777.76,65527777.76,1000000000.0,0.0,TIIE,0.42,TIIE+0.42
2020,Cuarto Trimestre,Diciembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,2017-09-19,2028-03-07,3822,2623,2000000000.0,0.0,0.0,153688888.9,153688888.9,2000000000.0,0.0,7.6,0.35,7.6
2020,Cuarto Trimestre,Diciembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,2018-11-21,2028-11-08,3640,2869,1100000000.0,0.0,712650.6175,110443666.7,110443666.7,1100000000.0,0.0,9.93,0.53,9.93
2020,Cuarto Trimestre,Diciembre,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,2019-12-03,2029-11-20,3640,3246,1500000000.0,0.0,0.0,118603333.3,177905000.0,1500000000.0,0.0,7.82,TIIE-1.815,7.82
2021,Primer Trimestre,Marzo,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,2037-07-27,10924,5962,3457974221.0,0.0,6286275.59,38519729.1,44806004.69,3342535750.0,-6286275.59,TIIE,0.35,TIIE+0.35
2021,Primer Trimestre,Marzo,225/2007,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 7000,2007-08-31,2040-08-27,12050,7089,7000000000.0,0.0,33318261.59,131688667.1,165006928.7,6093214313.0,-33318261.59,8.91,0.22000000000000003,8.91
